"rmse","mae","rsq","target_variable","importance_top10","mtry","min_n","tree_depth","learn_rate","loss_reduction"
12.833815067699,9.67857939397113,0.388578727232483,"PM10_A7","temp_2m(0.4761), solar_rad(0.1753), precip(0.1076), mtpi_1km(0.0529), dsm(0.0351), mtpi(0.0322), d_road(0.0322), dem(0.0225), site_type_Roadside(0.0126), lc_10(0.0051)",35,6,8,0.00865964323360065,2.48790236723884e-08
14.5116048963537,10.5078935011947,0.347583061615251,"PM10_C7","temp_2m(0.4566), solar_rad(0.1718), precip(0.1012), mtpi_1km(0.0591), d_road(0.0348), mtpi(0.032), dsm(0.0319), dem(0.0228), site_type_Roadside(0.0116), lc_10(0.0073)",37,24,10,0.00681292069057962,0.127106179961475
15.7013288696828,11.8413517112852,0.291151621104198,"PM10_A3","temp_2m(0.4258), solar_rad(0.212), precip(0.1238), mtpi_1km(0.0503), mtpi(0.0306), dsm(0.0297), d_road(0.0289), dem(0.0224), site_type_Roadside(0.0112), lc_61(0.0061)",37,24,10,0.00681292069057962,0.127106179961475
16.2853073826003,11.2449885627214,0.326210821908751,"PM10_B7","temp_2m(0.4542), solar_rad(0.1734), precip(0.1028), mtpi_1km(0.0576), d_road(0.0345), mtpi(0.0314), dsm(0.0314), dem(0.0218), site_type_Roadside(0.0111), lc_10(0.0082)",37,24,10,0.00681292069057962,0.127106179961475
17.9699912181162,12.6222496914015,0.263476251131872,"PM10_C3","temp_2m(0.4184), solar_rad(0.2131), precip(0.1215), mtpi_1km(0.053), mtpi(0.0308), d_road(0.0308), dsm(0.0288), dem(0.0232), site_type_Roadside(0.0117), lc_10(0.0067)",37,24,10,0.00681292069057962,0.127106179961475
18.9317796775434,14.241594595369,0.210769405532495,"PM10_A1","temp_2m(0.406), solar_rad(0.2492), precip(0.1205), mtpi_1km(0.0466), mtpi(0.029), dsm(0.0284), d_road(0.0274), dem(0.0224), site_type_Roadside(0.0108), lc_10(0.0056)",37,24,10,0.00681292069057962,0.127106179961475
20.2743404534267,13.3360899557841,0.243306264349667,"PM10_B3","temp_2m(0.4184), solar_rad(0.2166), precip(0.1193), mtpi_1km(0.0524), mtpi(0.0305), d_road(0.0294), dsm(0.0284), dem(0.0227), site_type_Roadside(0.0113), lc_10(0.0072)",37,24,10,0.00681292069057962,0.127106179961475
21.607392362027,14.8755381317737,0.189746654370287,"PM10_C1","temp_2m(0.3986), solar_rad(0.2475), precip(0.121), mtpi_1km(0.0491), mtpi(0.029), d_road(0.0284), dsm(0.0269), dem(0.0235), site_type_Roadside(0.0113), lc_10(0.0063)",37,24,10,0.00681292069057962,0.127106179961475
25.1603913450304,15.7280605195116,0.167505938115506,"PM10_B1","temp_2m(0.3974), solar_rad(0.2539), precip(0.1195), mtpi_1km(0.0466), mtpi(0.0288), d_road(0.0274), dsm(0.0268), dem(0.0235), site_type_Roadside(0.0106), lc_10(0.0063)",37,24,10,0.00681292069057962,0.127106179961475
27.5677176967501,16.7521176978272,0.119470917880017,"PM10","temp_2m(0.3906), solar_rad(0.2618), precip(0.1), mtpi_1km(0.0434), dsm(0.0304), mtpi(0.0278), d_road(0.0265), dem(0.0261), site_type_Roadside(0.0096), lc_20(0.0081)",37,24,10,0.00681292069057962,0.127106179961475
